,locality,type of property,subtype of property,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
827,Aalst,HOUSE,HOUSE,649000.0,4.0,355.0,INSTALLED,False,1.0,True,49.0,,,144,2,False,AS_NEW
828,Ath,APARTMENT,APARTMENT,149000.0,2.0,101.0,,,,,,,,UNKNOWN,2,,GOOD
829,Heist-op-den-Berg,HOUSE,HOUSE,475000.0,2.0,,0,,,,,,,0,UNKNOWN,False,UNKNOWN
830,Booischot,HOUSE,HOUSE,369000.0,3.0,,0,,,,,,,999,,False,
831,Begijnendijk,HOUSE,HOUSE,295000.0,2.0,,0,,,,,,,2208,UNKNOWN,False,UNKNOWN
832,Lierneux,HOUSE,HOUSE,319000.0,3.0,166.0,INSTALLED,False,,True,21.0,True,,1090,UNKNOWN,False,UNKNOWN
833,Knokke-Heist,APARTMENT,APARTMENT,1750000.0,3.0,131.0,USA_HYPER_EQUIPPED,False,,True,,,,,2,False,GOOD
834,Knokke-Heist,APARTMENT,APARTMENT,475000.0,1.0,52.0,USA_SEMI_EQUIPPED,False,,,,,,,2,False,GOOD
835,Heusden-Zolder,HOUSE,HOUSE,349000.0,3.0,170.0,0,False,,True,28.0,,,170,2,False,GOOD
836,,,,,,,,,,,,,,,,,
837,Genk,APARTMENT,FLAT_STUDIO,122500.0,0.0,28.0,0,False,,,,,,UNKNOWN,2,False,GOOD
838,Oostduinkerke (Koksijde),APARTMENT,SERVICE_FLAT,299000.0,2.0,85.0,INSTALLED,False,,True,,,,UNKNOWN,2,False,GOOD
839,Zonhoven,APARTMENT,GROUND_FLOOR,225000.0,3.0,118.0,0,False,,True,,,,UNKNOWN,2,False,
840,,,,,,,,,,,,,,,,,
841,Laeken,HOUSE,HOUSE,549000.0,4.0,205.0,INSTALLED,,,True,6.0,True,75.0,210,2,False,TO_RENOVATE
842,Humbeek,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
843,CORROY-LE-GRAND,HOUSE,HOUSE,550000.0,6.0,205.0,USA_HYPER_EQUIPPED,,1.0,True,60.0,True,310.0,556,3,,AS_NEW
844,Embourg,HOUSE,HOUSE,559000.0,4.0,220.0,INSTALLED,,1.0,True,20.0,True,1535.0,1535,4,,GOOD
845,Antwerp,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
846,Grimbergen,HOUSE,HOUSE,575000.0,4.0,230.0,INSTALLED,,1.0,True,23.0,True,160.0,382,3,False,AS_NEW
847,Geluwe,HOUSE,VILLA,575000.0,3.0,267.0,HYPER_EQUIPPED,False,1.0,,,True,1000.0,1704,4,False,GOOD
848,Ath Ostiches,HOUSE,HOUSE,580000.0,3.0,172.0,INSTALLED,False,,True,5.0,True,1700.0,2180,4,False,GOOD
849,Vilvoorde,HOUSE,MIXED_USE_BUILDING,585000.0,4.0,255.0,USA_HYPER_EQUIPPED,False,,True,8.0,,,100,2,False,JUST_RENOVATED
850,Hombeek,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
851,Waterloo,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
852,,,,,,,,,,,,,,,,,
853,Mechelen,HOUSE,MIXED_USE_BUILDING,595000.0,4.0,232.0,INSTALLED,False,,True,,,,89,2,False,GOOD
854,Braives,HOUSE,VILLA,600000.0,5.0,285.0,INSTALLED,False,,True,,True,1000.0,1915,4,False,GOOD
855,Stekene,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
856,,,,,,,,,,,,,,,,,
857,Chaumont-Gistoux,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
858,Leuven,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
859,Jodoigne,HOUSE,HOUSE,639000.0,4.0,272.0,HYPER_EQUIPPED,False,,True,50.0,True,2200.0,3370,4,True,AS_NEW
860,,,,,,,,,,,,,,,,,
861,Kraainem,HOUSE,VILLA,640000.0,4.0,150.0,INSTALLED,False,,True,15.0,True,400.0,524,4,False,AS_NEW
862,Antwerp,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
863,Herent,HOUSE,VILLA,645000.0,5.0,339.0,INSTALLED,,,True,13.0,True,580.0,794,4,False,AS_NEW
864,Steenokkerzeel,HOUSE,VILLA,649000.0,4.0,200.0,USA_HYPER_EQUIPPED,False,,True,35.0,True,865.0,1000,4,False,AS_NEW
865,Ottignies-Louvain-la-Neuve,HOUSE,VILLA,650000.0,4.0,248.0,USA_HYPER_EQUIPPED,False,,True,100.0,True,666.0,1115,4,True,GOOD
866,Wezembeek-Oppem,HOUSE,HOUSE,650000.0,5.0,211.0,HYPER_EQUIPPED,False,,True,29.0,True,250.0,530,4,False,GOOD
867,Wezembeek-Oppem,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
868,Woluwe-Saint-Lambert,HOUSE,HOUSE,675000.0,5.0,211.0,INSTALLED,False,,True,60.0,,,133,2,False,GOOD
869,Sint-Agatha-Berchem,HOUSE,MIXED_USE_BUILDING,679000.0,6.0,452.0,HYPER_EQUIPPED,,,True,,,,382,2,False,GOOD
870,Houthalen-Helchteren,HOUSE,HOUSE,389000.0,3.0,268.0,0,False,,,,,,658,4,False,GOOD
871,Bredene,HOUSE,HOUSE,229000.0,2.0,153.0,0,,,,,,,0,2,,
872,Braine-l'Alleud,HOUSE,VILLA,529000.0,3.0,225.0,SEMI_EQUIPPED,False,,True,60.0,True,800.0,1200,4,False,TO_BE_DONE_UP
873,Merelbeke,APARTMENT,APARTMENT,245000.0,2.0,74.0,,False,,,,True,,,3,False,AS_NEW
874,Leuven,HOUSE,HOUSE,479000.0,6.0,262.0,,,,True,,,,308,2,,
875,Beernem,APARTMENT,APARTMENT,296000.0,2.0,94.0,0,,,True,18.0,,,UNKNOWN,,,GOOD
876,Eeklo,HOUSE,HOUSE,219000.0,2.0,,0,,,,,,,0,2,,GOOD
877,De Panne,APARTMENT,GROUND_FLOOR,215000.0,1.0,52.0,0,True,,,,,,,,False,JUST_RENOVATED
878,De Panne,APARTMENT,APARTMENT,250000.0,1.0,56.0,0,True,,,,,,,UNKNOWN,False,UNKNOWN
879,De Panne,APARTMENT,FLAT_STUDIO,249000.0,0.0,54.0,0,True,,,,,,,UNKNOWN,False,UNKNOWN
880,,,,,,,,,,,,,,,,,
881,Zulte,HOUSE,HOUSE,319000.0,3.0,210.0,INSTALLED,,,,,True,,356,,False,AS_NEW
882,St-Stevens-Woluwe,HOUSE,HOUSE,569000.0,4.0,159.0,USA_HYPER_EQUIPPED,False,1.0,True,20.0,True,,237,3,,AS_NEW
883,Mechelen,APARTMENT,APARTMENT,343000.0,2.0,84.0,0,False,,True,,,,UNKNOWN,2,False,GOOD
884,Zaventem,HOUSE,VILLA,685000.0,4.0,267.0,USA_HYPER_EQUIPPED,False,,True,20.0,True,,467,4,,AS_NEW
885,Knokke-Zoute,HOUSE,HOUSE,4275000.0,4.0,396.0,HYPER_EQUIPPED,True,,,,,,372,3,False,AS_NEW
886,Knokke-Zoute,APARTMENT,APARTMENT,695000.0,2.0,85.0,HYPER_EQUIPPED,,,True,,,,,2,False,AS_NEW
887,Knokke-Zoute,APARTMENT,APARTMENT,1995000.0,2.0,81.0,HYPER_EQUIPPED,,,True,,True,,,4,False,JUST_RENOVATED
888,Knokke-Heist,APARTMENT,APARTMENT,2095000.0,3.0,97.0,HYPER_EQUIPPED,False,,True,,True,,,2,False,AS_NEW
889,Knokke-Zoute,HOUSE,HOUSE,4275000.0,4.0,396.0,HYPER_EQUIPPED,True,,,,,,372,3,False,AS_NEW
890,Acharnes,HOUSE,HOUSE,204000.0,0.0,100.0,0,False,,,,,,0,UNKNOWN,False,UNKNOWN
891,Schoten,HOUSE,HOUSE,595000.0,4.0,252.0,HYPER_EQUIPPED,,,True,27.0,,,420,3,,
892,Rixensart Genval,HOUSE,HOUSE,485000.0,3.0,148.0,SEMI_EQUIPPED,False,,,,True,88.0,232,3,False,GOOD
893,,,,,,,,,,,,,,,,,
894,Forest,APARTMENT,APARTMENT,468000.0,2.0,130.0,INSTALLED,False,,True,6.0,,,UNKNOWN,2,False,GOOD
895,Lebbeke,APARTMENT,APARTMENT,190000.0,2.0,95.0,USA_INSTALLED,False,,True,52.0,,,UNKNOWN,3,False,GOOD
896,Samos,HOUSE,HOUSE,132600.0,3.0,110.0,0,True,1.0,True,,,,0,,False,AS_NEW
897,Ichtegem,HOUSE,MANOR_HOUSE,649000.0,3.0,164.0,INSTALLED,False,,,,True,,2660,4,False,GOOD
898,Heist-aan-Zee,HOUSE,HOUSE,259000.0,4.0,,INSTALLED,False,,,,,,69,2,False,TO_RENOVATE
899,Heist-aan-Zee,HOUSE,HOUSE,595000.0,4.0,190.0,INSTALLED,False,,True,,True,,192,2,False,GOOD
900,Schaerbeek,HOUSE,HOUSE,685000.0,5.0,220.0,SEMI_EQUIPPED,False,,True,8.0,True,190.0,270,2,,TO_BE_DONE_UP
901,Ieper,HOUSE_GROUP,HOUSE_GROUP,,,,0,False,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
902,Woluwe-Saint-Pierre,HOUSE,HOUSE,695000.0,4.0,180.0,INSTALLED,False,,,,True,150.0,245,2,False,GOOD
903,Wemmel,HOUSE,HOUSE,695000.0,5.0,287.0,HYPER_EQUIPPED,False,,True,40.0,True,510.0,661,4,False,AS_NEW
904,Antwerpen,HOUSE,HOUSE,699000.0,4.0,200.0,HYPER_EQUIPPED,,,True,25.0,True,100.0,180,2,False,JUST_RENOVATED
905,La Hulpe,HOUSE,HOUSE,700000.0,5.0,180.0,USA_HYPER_EQUIPPED,False,,True,57.0,True,600.0,1000,3,False,AS_NEW
906,Laeken,HOUSE,APARTMENT_BLOCK,730000.0,6.0,300.0,HYPER_EQUIPPED,,,True,10.0,True,320.0,506,2,False,TO_BE_DONE_UP
907,Woluwe-Saint-Lambert,HOUSE,HOUSE,748000.0,4.0,180.0,USA_HYPER_EQUIPPED,False,,True,20.0,True,50.0,150,2,False,GOOD
908,Woluwe-Saint-Lambert,HOUSE,HOUSE,749000.0,4.0,234.0,INSTALLED,False,,True,25.0,True,280.0,464,3,False,GOOD
909,Kampenhout,HOUSE,EXCEPTIONAL_PROPERTY,750000.0,4.0,306.0,HYPER_EQUIPPED,,,True,28.0,,,3113,3,True,GOOD
910,Braine-l'Alleud,HOUSE,VILLA,770000.0,3.0,274.0,HYPER_EQUIPPED,,1.0,True,62.0,True,1428.0,1567,4,False,AS_NEW
911,Uccle,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
912,Oud-Heverlee Haasrode,HOUSE,MANSION,789000.0,3.0,300.0,USA_HYPER_EQUIPPED,,,True,50.0,True,2500.0,2777,4,False,GOOD
913,Leuven,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
914,Uccle,HOUSE,HOUSE,825000.0,4.0,220.0,USA_HYPER_EQUIPPED,False,,True,25.0,True,130.0,220,3,False,AS_NEW
915,Uccle,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
916,Ganshoren,HOUSE,MANSION,845000.0,5.0,336.0,USA_HYPER_EQUIPPED,False,,True,31.0,True,60.0,175,2,False,AS_NEW
917,Dilbeek,HOUSE,MIXED_USE_BUILDING,845000.0,6.0,365.0,INSTALLED,,,True,,,,580,4,False,GOOD
918,Gooik,HOUSE,HOUSE,849000.0,4.0,346.0,HYPER_EQUIPPED,,-1.0,True,,,,1709,4,,GOOD
919,Woluwe-Saint-Pierre,HOUSE,HOUSE,850000.0,6.0,210.0,INSTALLED,False,,True,20.0,,,579,3,False,GOOD
920,Mechelen,HOUSE,MANSION,850000.0,7.0,370.0,INSTALLED,,,True,50.0,True,1060.0,1269,4,,TO_RENOVATE
921,Aalst,HOUSE,MIXED_USE_BUILDING,850000.0,8.0,1264.0,INSTALLED,False,,True,,,,430,2,False,TO_RENOVATE
922,Ixelles,HOUSE,HOUSE,899000.0,4.0,282.0,INSTALLED,False,,,,True,80.0,163,2,False,TO_BE_DONE_UP
923,Woluwe-Saint-Lambert,HOUSE,HOUSE,920000.0,6.0,335.0,NOT_INSTALLED,False,,True,18.0,True,1050.0,1365,3,False,TO_RENOVATE
924,Uccle,HOUSE,HOUSE,975000.0,5.0,230.0,HYPER_EQUIPPED,False,,,,True,150.0,265,2,False,AS_NEW
925,Woluwe-Saint-Lambert,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
926,Rhode-Saint-Genese,HOUSE,HOUSE,995000.0,5.0,260.0,HYPER_EQUIPPED,False,,True,30.0,True,900.0,1270,4,False,TO_BE_DONE_UP
927,Auderghem,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
928,Uccle,HOUSE,APARTMENT_BLOCK,1090000.0,5.0,300.0,USA_INSTALLED,False,,True,50.0,True,40.0,114,2,False,AS_NEW
929,Gent,HOUSE,HOUSE,1150000.0,4.0,279.0,INSTALLED,False,,True,,,,86,2,False,GOOD
930,Sint-Niklaas,HOUSE,HOUSE,349000.0,3.0,140.0,0,False,,,,True,30.0,115,3,False,GOOD
931,Marcinelle centre,HOUSE,HOUSE,160000.0,5.0,,0,False,,True,,,,0,2,,TO_BE_DONE_UP
932,Oostende,APARTMENT,SERVICE_FLAT,325000.0,1.0,70.0,INSTALLED,False,,True,7.0,,,,4,False,AS_NEW
933,Linkebeek,HOUSE,HOUSE,1295000.0,4.0,265.0,INSTALLED,False,,True,58.0,True,150.0,450,3,,
934,La Bruyere,HOUSE,HOUSE,285000.0,1.0,80.0,,,,True,30.0,,,651,4,,GOOD
935,Woluwe-Saint-Pierre,APARTMENT,DUPLEX,295000.0,2.0,76.0,0,,-1.0,,,,,UNKNOWN,2,,TO_RENOVATE
936,Woluwé-Saint-Pierre,APARTMENT,APARTMENT,269000.0,1.0,76.0,0,,-1.0,,,,,UNKNOWN,2,,TO_RENOVATE
937,Woluwé-Saint-Pierre,APARTMENT,GROUND_FLOOR,395000.0,2.0,125.0,0,,-1.0,True,17.0,True,50.0,UNKNOWN,2,,TO_RENOVATE
938,Martouzin-neuville,HOUSE,HOUSE,245000.0,3.0,120.0,,,,True,40.0,True,1200.0,1300,,,GOOD
939,Knokke-Heist,APARTMENT,APARTMENT,495000.0,3.0,100.0,0,False,,True,,,,,2,False,GOOD
940,Braine-l'Alleud,HOUSE,HOUSE,549000.0,4.0,207.0,INSTALLED,False,,True,25.0,True,230.0,464,3,False,GOOD
941,Waterloo,HOUSE,HOUSE,549000.0,4.0,207.0,INSTALLED,False,,True,25.0,True,230.0,464,3,False,GOOD
942,Turnhout,HOUSE,HOUSE,290000.0,2.0,224.0,INSTALLED,,-1.0,True,,True,,180,3,,GOOD
943,Oud-Turnhout,HOUSE,HOUSE,459000.0,3.0,276.0,INSTALLED,,-1.0,True,,True,,507,4,,GOOD
944,Turnhout,HOUSE,HOUSE,485000.0,3.0,276.0,INSTALLED,,-1.0,True,,True,,455,2,,JUST_RENOVATED
945,Zwijnaarde,APARTMENT,APARTMENT,225000.0,1.0,80.0,HYPER_EQUIPPED,,,,,,,UNKNOWN,,,GOOD
946,Turnhout,HOUSE,HOUSE,245000.0,3.0,150.0,,,-1.0,True,,True,,96,2,,GOOD
947,Turnhout,APARTMENT,APARTMENT,189000.0,1.0,58.0,INSTALLED,,-1.0,True,9.0,,,,3,,GOOD
948,Sluis,HOUSE,VILLA,815000.0,5.0,195.0,,,,True,20.0,,,808,4,True,GOOD
949,Beveren-Waas,HOUSE,HOUSE,250000.0,4.0,,INSTALLED,False,,True,23.0,True,71.0,183,4,False,GOOD
950,LEDEBERG,HOUSE,HOUSE,383000.0,4.0,,INSTALLED,,-1.0,,,,,0,UNKNOWN,,UNKNOWN
951,Genk,HOUSE,VILLA,675000.0,6.0,300.0,0,,,True,,,,973,,False,
952,Knokke,APARTMENT,FLAT_STUDIO,225000.0,0.0,34.0,,,,,,True,,,,False,JUST_RENOVATED
953,Roeselare,HOUSE,HOUSE,95000.0,2.0,100.0,0,False,,,,True,,120,,False,
954,Meulebeke,APARTMENT,APARTMENT,155000.0,2.0,,0,False,,True,,True,,,2,False,GOOD
955,Trazegnies,HOUSE,HOUSE,135000.0,2.0,100.0,0,,-1.0,True,15.0,,,430,2,,GOOD
956,Veurne,HOUSE,HOUSE,209500.0,2.0,142.0,,,,,,,,320,2,,GOOD
957,Boechout,HOUSE,VILLA,645000.0,5.0,274.0,INSTALLED,,-1.0,True,30.0,True,330.0,889,4,,JUST_RENOVATED
958,ROGNÉE,HOUSE,HOUSE,239000.0,3.0,180.0,SEMI_EQUIPPED,,-1.0,True,15.0,True,787.0,1119,3,,GOOD
959,Antwerp,APARTMENT,APARTMENT,135000.0,1.0,85.0,SEMI_EQUIPPED,,-1.0,,,,,UNKNOWN,2,,TO_RENOVATE
960,Uccle,HOUSE,HOUSE,1190000.0,4.0,290.0,INSTALLED,False,1.0,True,15.0,,,230,2,False,GOOD
961,Woluwe-Saint-Lambert,HOUSE,HOUSE,1190000.0,6.0,304.0,INSTALLED,False,,True,33.0,True,353.0,475,2,False,GOOD
962,Braine-l'Alleud,HOUSE,VILLA,1250000.0,5.0,420.0,USA_HYPER_EQUIPPED,False,,True,80.0,True,4300.0,4677,4,False,AS_NEW
963,Filly (Houffalize),HOUSE,EXCEPTIONAL_PROPERTY,1250000.0,7.0,500.0,HYPER_EQUIPPED,True,,True,60.0,,,14527,4,True,AS_NEW
964,Ixelles,HOUSE,HOUSE,1295000.0,4.0,249.0,HYPER_EQUIPPED,False,,True,22.0,True,165.0,245,2,False,AS_NEW
965,Oostkamp,HOUSE,VILLA,1295000.0,4.0,309.0,HYPER_EQUIPPED,False,1.0,,,True,1650.0,2428,4,True,AS_NEW
966,Tervuren,HOUSE,HOUSE,1299000.0,6.0,450.0,HYPER_EQUIPPED,False,2.0,True,100.0,True,1300.0,1557,4,,GOOD
967,Anderlecht,HOUSE,APARTMENT_BLOCK,1350000.0,9.0,540.0,SEMI_EQUIPPED,False,,,,,,140,3,False,GOOD
968,,,,,,,,,,,,,,,,,
969,Lubbeek,HOUSE,VILLA,1350000.0,5.0,535.0,HYPER_EQUIPPED,,,True,150.0,True,12000.0,12762,4,True,AS_NEW
970,Knokke-Heist,HOUSE,HOUSE,1250000.0,5.0,182.0,USA_HYPER_EQUIPPED,False,,True,,,,145,2,False,GOOD
971,,,,,,,,,,,,,,,,,
972,Kraainem,HOUSE,HOUSE,1560000.0,6.0,500.0,HYPER_EQUIPPED,False,,True,45.0,True,1500.0,2471,4,True,AS_NEW
973,Brasschaat,HOUSE,VILLA,1950000.0,5.0,577.0,HYPER_EQUIPPED,True,1.0,True,396.0,True,8500.0,10431,4,True,GOOD
974,Theux,HOUSE,CASTLE,1960000.0,25.0,1120.0,INSTALLED,False,,True,34.0,True,12330.0,14065,4,False,GOOD
975,Uccle,HOUSE,HOUSE,2100000.0,5.0,729.0,HYPER_EQUIPPED,False,2.0,True,80.0,True,1000.0,1250,4,,AS_NEW
976,Liege,HOUSE,APARTMENT_BLOCK,2690000.0,17.0,1016.0,INSTALLED,False,,True,65.0,,,362,3,False,JUST_RENOVATED
977,Liege,HOUSE,MIXED_USE_BUILDING,2690000.0,17.0,1016.0,INSTALLED,False,,True,65.0,,,362,3,False,JUST_RENOVATED
978,Zaventem Sterrebeek,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
979,Hoboken,HOUSE,HOUSE,275000.0,2.0,150.0,,,-1.0,,,True,25.0,98,2,,AS_NEW
980,Leuven,HOUSE,HOUSE,620000.0,5.0,266.0,SEMI_EQUIPPED,,-1.0,True,,True,,160,2,,TO_BE_DONE_UP
981,SAINT-GEORGES-SUR-MEUSE,HOUSE,HOUSE,179000.0,3.0,193.0,SEMI_EQUIPPED,,-1.0,True,,True,1680.0,1998,4,,TO_RENOVATE
982,SAINT-GEORGES,HOUSE,HOUSE,269500.0,3.0,135.0,SEMI_EQUIPPED,,-1.0,True,14.0,True,270.0,320,3,,GOOD
983,SINT-AGATHA-BERCHEM,HOUSE,HOUSE,420000.0,4.0,250.0,SEMI_EQUIPPED,,-1.0,True,23.0,,,320,2,,TO_BE_DONE_UP
984,Schepdaal,HOUSE,HOUSE,579000.0,3.0,192.0,INSTALLED,,,True,,,,1000,4,False,TO_BE_DONE_UP
985,Bertrix,HOUSE,HOUSE,175000.0,2.0,150.0,SEMI_EQUIPPED,False,,True,,True,631.0,1068,3,False,GOOD
986,Waterloo,HOUSE,VILLA,670000.0,3.0,195.0,INSTALLED,False,1.0,True,,True,,1000,4,,TO_RENOVATE
987,Lede,HOUSE,HOUSE,385000.0,4.0,152.0,,,,True,,True,320.0,501,3,,GOOD
988,Binche,HOUSE,VILLA,495000.0,5.0,469.0,HYPER_EQUIPPED,False,,True,,,,6250,4,False,AS_NEW
989,Hasselt,HOUSE,VILLA,570000.0,4.0,239.0,INSTALLED,,1.0,,,True,,714,4,,GOOD
990,Ixelles,APARTMENT,APARTMENT,385000.0,2.0,96.0,USA_INSTALLED,,,,,,,UNKNOWN,2,,GOOD
991,Bruxelles,APARTMENT,APARTMENT,385000.0,2.0,96.0,USA_INSTALLED,,,,,,,UNKNOWN,2,,GOOD
992,Mouscron,APARTMENT,APARTMENT,109000.0,2.0,80.0,SEMI_EQUIPPED,False,,,,,,,2,False,JUST_RENOVATED
993,Ans,HOUSE,HOUSE,220000.0,4.0,125.0,SEMI_EQUIPPED,False,,True,48.0,True,70.0,162,2,False,TO_BE_DONE_UP
994,Manage,HOUSE,FARMHOUSE,395000.0,7.0,386.0,SEMI_EQUIPPED,False,,True,,,,6820,4,False,GOOD
995,Eeklo,HOUSE,VILLA,469000.0,4.0,211.0,INSTALLED,False,,True,93.0,True,187.0,600,4,True,GOOD
996,Beloeil,HOUSE,FARMHOUSE,360000.0,4.0,300.0,0,False,,True,,,,10000,4,False,
997,Auvelais,HOUSE,MIXED_USE_BUILDING,209000.0,2.0,273.0,NOT_INSTALLED,False,,True,,,,389,2,False,TO_RENOVATE
998,Aarschot Rillaar,HOUSE,HOUSE,310000.0,3.0,185.0,NOT_INSTALLED,,,,,,,412,3,,AS_NEW
999,Aarschot Rillaar,HOUSE,HOUSE,303800.0,3.0,190.0,NOT_INSTALLED,,,,,,,230,2,,AS_NEW
1000,Aarschot Rillaar,HOUSE,HOUSE,319900.0,3.0,233.0,NOT_INSTALLED,,,,,,,281,2,,AS_NEW
1001,Antwerpen Berchem,APARTMENT,APARTMENT,229000.0,2.0,88.0,USA_SEMI_EQUIPPED,False,,True,5.0,,,,3,,GOOD
1002,De Pinte,HOUSE,HOUSE,350000.0,3.0,150.0,USA_SEMI_EQUIPPED,False,,True,12.0,True,300.0,507,3,False,TO_RENOVATE
1003,Heist-aan-Zee,APARTMENT,APARTMENT,205000.0,1.0,40.0,INSTALLED,True,,,,,,,2,True,
1004,Neufchateau,APARTMENT,APARTMENT,234900.0,2.0,93.0,NOT_INSTALLED,,,True,8.0,True,38.0,UNKNOWN,,False,
1005,Dilsen-Stokkem,APARTMENT,DUPLEX,209000.0,2.0,110.0,INSTALLED,False,,,,,,,4,False,TO_BE_DONE_UP
1006,Tielt,HOUSE,HOUSE,438000.0,4.0,187.0,INSTALLED,False,,,,True,,1550,4,False,TO_RENOVATE
1007,Geraardsbergen,APARTMENT,DUPLEX,275000.0,3.0,,INSTALLED,,,True,,,,,,,GOOD
1008,Quaregnon,HOUSE,APARTMENT_BLOCK,525000.0,9.0,300.0,0,True,,True,,True,125.0,400,4,False,GOOD
1009,Saint-Ghislain Tertre,HOUSE,MANSION,310000.0,6.0,355.0,USA_INSTALLED,False,,True,25.0,True,1250.0,1435,4,False,GOOD
1010,Courcelles Souvret,HOUSE,HOUSE,175000.0,2.0,155.0,USA_SEMI_EQUIPPED,False,,True,10.0,,,200,3,False,GOOD
1011,Courcelles Souvret,HOUSE,HOUSE,225000.0,2.0,135.0,USA_INSTALLED,False,,True,90.0,True,50.0,410,3,False,GOOD
1012,Westende,APARTMENT,FLAT_STUDIO,165000.0,0.0,29.0,SEMI_EQUIPPED,True,,True,4.0,True,200.0,,2,True,GOOD
1013,Uccle,HOUSE,HOUSE,1400000.0,4.0,375.0,USA_HYPER_EQUIPPED,False,,True,30.0,True,300.0,516,2,False,GOOD
1014,Antoing Maubray,HOUSE,HOUSE,304406.0,3.0,147.0,0,,,,,,,1750,4,,AS_NEW
1015,Antoing Maubray,HOUSE,HOUSE,331661.0,3.0,189.0,0,,,,,,,1438,4,,AS_NEW
1016,Chièvres,HOUSE,HOUSE,350161.0,3.0,189.0,0,,,,,,,900,4,,AS_NEW
1017,Silly Thoricourt,HOUSE,HOUSE,368391.0,3.0,184.0,0,,,,,,,744,4,,AS_NEW
1018,Merelbeke,APARTMENT,APARTMENT,255000.0,2.0,75.0,,False,,,,True,,,3,False,AS_NEW
1019,Gavere,HOUSE,HOUSE,269000.0,4.0,252.0,,False,,True,,True,,310,3,False,
1020,Lendelede,HOUSE,HOUSE,615000.0,5.0,315.0,USA_HYPER_EQUIPPED,False,,True,85.0,True,900.0,1205,4,True,GOOD
1021,Vilvoorde,HOUSE,VILLA,905000.0,5.0,292.0,USA_HYPER_EQUIPPED,False,,True,30.0,True,757.0,998,4,True,AS_NEW
1022,AMPSIN,HOUSE,HOUSE,199000.0,3.0,219.0,,False,,,,True,349.0,349,3,False,GOOD
1023,Schaerbeek,HOUSE,APARTMENT_BLOCK,490000.0,4.0,292.0,USA_INSTALLED,False,,,,True,15.0,110,2,False,TO_RENOVATE
1024,Schaerbeek,HOUSE,HOUSE,490000.0,4.0,292.0,USA_INSTALLED,False,,,,True,15.0,110,2,False,TO_RENOVATE
1025,Seraing,HOUSE,HOUSE,225000.0,3.0,180.0,INSTALLED,,1.0,,,True,55.0,150,3,,TO_BE_DONE_UP
1026,Waremme,HOUSE,HOUSE,250000.0,3.0,120.0,,False,,True,,True,650.0,850,2,False,TO_RENOVATE
1027,Braine-l'Alleud,HOUSE,TOWN_HOUSE,295000.0,3.0,135.0,INSTALLED,False,-1.0,True,12.0,True,90.0,213,2,,TO_RENOVATE
1028,Braine-l'Alleud,HOUSE,TOWN_HOUSE,485000.0,3.0,175.0,HYPER_EQUIPPED,,,True,,True,150.0,310,3,False,GOOD
1029,Beersel,HOUSE,HOUSE,485000.0,5.0,258.0,INSTALLED,,-1.0,True,,True,200.0,335,3,,JUST_RENOVATED
1030,Dworp,HOUSE,HOUSE,485000.0,5.0,258.0,INSTALLED,,-1.0,True,,True,200.0,335,3,,JUST_RENOVATED
1031,Sint-Andries,HOUSE,HOUSE,649000.0,3.0,155.0,HYPER_EQUIPPED,True,,,,,,552,4,False,JUST_RENOVATED
1032,,,,,,,,,,,,,,,,,
1033,Woluwe-Saint-Lambert,HOUSE,APARTMENT_BLOCK,795000.0,3.0,133.0,INSTALLED,False,,True,15.0,True,114.0,500,3,False,GOOD
