,locality,type of property,subtype of property,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
2290,Uccle,HOUSE,HOUSE,1285000.0,5.0,270.0,HYPER_EQUIPPED,False,,True,70.0,,,308,2,False,GOOD
2291,Waterloo,HOUSE,VILLA,1350000.0,6.0,650.0,HYPER_EQUIPPED,False,1.0,True,140.0,True,14500.0,15092,4,,GOOD
2292,Waterloo,HOUSE,MIXED_USE_BUILDING,1425000.0,5.0,330.0,INSTALLED,False,1.0,True,,True,,1985,4,,GOOD
2293,Waterloo,HOUSE,VILLA,1425000.0,5.0,330.0,INSTALLED,False,1.0,True,,True,,1985,4,,GOOD
2294,Woluwe-Saint-Lambert,HOUSE,MIXED_USE_BUILDING,1450000.0,4.0,283.0,HYPER_EQUIPPED,False,,,,,,83,2,False,GOOD
2295,Zaventem Sterrebeek,HOUSE,VILLA,1595000.0,6.0,400.0,HYPER_EQUIPPED,False,,True,40.0,True,2000.0,2326,4,True,AS_NEW
2296,Kraainem,HOUSE,VILLA,1595000.0,6.0,400.0,HYPER_EQUIPPED,False,,True,40.0,True,2000.0,2326,4,True,AS_NEW
2297,Wezembeek-Oppem,HOUSE,VILLA,1595000.0,6.0,400.0,HYPER_EQUIPPED,False,,True,40.0,True,2000.0,2326,4,True,AS_NEW
2298,Tervuren,HOUSE,VILLA,1595000.0,6.0,400.0,HYPER_EQUIPPED,False,,True,40.0,True,2000.0,2326,4,True,AS_NEW
2299,BIERGHES,HOUSE,VILLA,1695000.0,5.0,720.0,INSTALLED,,-1.0,True,,,,3366,4,,GOOD
2300,Pepingen,HOUSE,HOUSE,1695000.0,5.0,720.0,INSTALLED,,-1.0,True,,,,3366,4,,GOOD
2301,Pepingen,HOUSE,VILLA,1695000.0,5.0,720.0,INSTALLED,,-1.0,True,,,,3366,4,,GOOD
2302,Enghien,HOUSE,HOUSE,1695000.0,5.0,720.0,INSTALLED,,-1.0,True,,,,3366,4,,GOOD
2303,Enghien,HOUSE,VILLA,1695000.0,5.0,720.0,INSTALLED,,-1.0,True,,,,3366,4,,GOOD
2304,Dilbeek,HOUSE,VILLA,1700000.0,4.0,350.0,USA_HYPER_EQUIPPED,False,,True,100.0,True,1000.0,1000,4,False,AS_NEW
2305,Deerlijk,HOUSE,APARTMENT_BLOCK,2195000.0,14.0,688.0,USA_HYPER_EQUIPPED,False,,True,,,,400,4,False,AS_NEW
2306,Jette,HOUSE,APARTMENT_BLOCK,2250000.0,21.0,782.0,0,False,,True,25.0,True,275.0,455,3,False,GOOD
2307,Kraainem,HOUSE,HOUSE,2750000.0,6.0,650.0,INSTALLED,False,,True,,,,5127,4,True,TO_BE_DONE_UP
2308,Uccle,HOUSE,VILLA,2950000.0,5.0,515.0,HYPER_EQUIPPED,False,,True,40.0,True,6057.0,6057,4,False,GOOD
2309,Knokke-Heist Knokke,HOUSE,VILLA,3895000.0,5.0,377.0,HYPER_EQUIPPED,False,,True,,,,861,3,True,AS_NEW
2310,,,,,,,,,,,,,,,,,
2311,St-Denijs-Westrem,HOUSE,HOUSE,529000.0,3.0,200.0,SEMI_EQUIPPED,False,1.0,True,10.0,True,300.0,410,3,,TO_RENOVATE
2312,Zwevegem,HOUSE,HOUSE,248565.0,2.0,107.0,0,,,,,,,179,,False,
2313,Schoten,APARTMENT,APARTMENT,245000.0,3.0,,INSTALLED,,,,,,,,,False,
2314,Ieper,APARTMENT,APARTMENT,235400.0,2.0,82.0,0,,,True,72.0,,,UNKNOWN,,False,
2315,Ieper,APARTMENT,APARTMENT,298500.0,2.0,100.0,0,,,True,62.0,,,UNKNOWN,,False,
2316,Kortrijk,HOUSE,HOUSE,331000.0,3.0,136.0,0,,,True,42.0,,,110,UNKNOWN,False,UNKNOWN
2317,Kortrijk,HOUSE,HOUSE,330800.0,3.0,140.0,0,,,True,46.0,,,115,UNKNOWN,False,UNKNOWN
2318,Kortrijk,HOUSE,HOUSE,334200.0,3.0,145.0,0,,,True,46.0,,,119,UNKNOWN,False,UNKNOWN
2319,Zwevegem,HOUSE,HOUSE,249660.0,2.0,107.0,0,,,,,,,179,,False,
2320,Kapellen,APARTMENT,APARTMENT,289000.0,3.0,125.0,,,,True,55.0,True,,,,False,
2321,Beernem,HOUSE,HOUSE,484200.0,3.0,125.0,0,False,,,,,,238,,False,
2322,Knokke-Heist,APARTMENT,APARTMENT,1995000.0,4.0,141.0,HYPER_EQUIPPED,,,True,,,,,3,False,JUST_RENOVATED
2323,Knokke-Zoute,APARTMENT,APARTMENT,1245000.0,3.0,102.0,HYPER_EQUIPPED,,,,,True,,,2,False,AS_NEW
2324,Sint-Truiden,HOUSE,HOUSE,245000.0,4.0,177.0,INSTALLED,,,,,True,,327,,False,AS_NEW
2325,Sint-Truiden,HOUSE,HOUSE,625000.0,4.0,336.0,INSTALLED,,,,,True,,0,,False,AS_NEW
2326,Puurs-Sint-Amands,APARTMENT_GROUP,APARTMENT_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
2327,Staden,HOUSE,HOUSE,279000.0,2.0,124.0,INSTALLED,False,,,,,,580,,False,GOOD
2328,Aalst,HOUSE,HOUSE,339000.0,3.0,288.0,INSTALLED,False,,True,17.0,,,150,,False,AS_NEW
2329,Aalst,APARTMENT,APARTMENT,349000.0,2.0,95.0,INSTALLED,False,,True,6.0,True,,,,False,AS_NEW
2330,Knokke,APARTMENT,APARTMENT,795000.0,3.0,,0,True,,True,,,,,,False,JUST_RENOVATED
2331,Wevelgem,HOUSE,HOUSE,275000.0,3.0,130.0,INSTALLED,False,,True,20.0,True,,296,,False,JUST_RENOVATED
2332,Waregem,APARTMENT,APARTMENT,269000.0,3.0,,0,False,,,,,,UNKNOWN,,False,JUST_RENOVATED
2333,,,,,,,,,,,,,,,,,
2334,Roksem,HOUSE,HOUSE,249000.0,4.0,158.0,0,False,,,,,,958,3,False,GOOD
2335,Deerlijk,APARTMENT,APARTMENT,185000.0,1.0,62.0,0,True,,,,,,UNKNOWN,3,False,GOOD
2336,Tielt-Winge,HOUSE,HOUSE,225000.0,3.0,150.0,,False,,,,,,441,4,False,TO_RENOVATE
2337,Kortrijk,HOUSE,HOUSE,425000.0,5.0,303.0,0,False,,True,,,,415,2,False,TO_RENOVATE
2338,Nieuwpoort,APARTMENT,APARTMENT,339000.0,2.0,65.0,,False,,True,4.0,,,,,False,AS_NEW
2339,,,,,,,,,,,,,,,,,
2340,Knokke-Heist,HOUSE,HOUSE,3995000.0,5.0,260.0,USA_HYPER_EQUIPPED,False,,True,,,,925,3,False,GOOD
2341,Woluwe-Saint-Pierre,HOUSE,VILLA,1095000.0,5.0,265.0,HYPER_EQUIPPED,False,,True,24.0,True,300.0,400,4,,TO_BE_DONE_UP
2342,Froidchapelle,HOUSE,HOUSE,190000.0,3.0,120.0,SEMI_EQUIPPED,False,,True,,,,980,4,False,TO_BE_DONE_UP
2343,Andenne,HOUSE,HOUSE,239000.0,3.0,121.0,NOT_INSTALLED,,-1.0,True,25.0,True,,671,4,,TO_BE_DONE_UP
2344,Wichelen,HOUSE,BUNGALOW,279000.0,3.0,180.0,NOT_INSTALLED,False,,True,,,,280,2,,TO_BE_DONE_UP
2345,Ronse,HOUSE,HOUSE,295000.0,4.0,172.0,HYPER_EQUIPPED,False,,True,20.0,True,500.0,775,4,False,GOOD
2346,Ronse,HOUSE,HOUSE,295000.0,3.0,172.0,HYPER_EQUIPPED,False,,True,20.0,True,500.0,775,4,False,GOOD
2347,Leuze-En-Hainaut,HOUSE,VILLA,385000.0,3.0,130.0,INSTALLED,,-1.0,True,,,,849,4,True,GOOD
2348,Aalst,HOUSE,VILLA,499000.0,3.0,167.0,0,,,True,,True,1179.0,1179,4,,GOOD
2349,Herdersem,HOUSE,VILLA,499000.0,3.0,167.0,0,,,True,,True,1179.0,1179,4,,GOOD
2350,MELLES,HOUSE,MANSION,630000.0,3.0,500.0,INSTALLED,,-1.0,True,,,,2264,4,,GOOD
2351,Woluwe-Saint-Pierre,HOUSE,HOUSE,650000.0,4.0,175.0,INSTALLED,False,,True,15.0,True,60.0,275,2,False,TO_BE_DONE_UP
2352,Thuin,HOUSE,HOUSE,299000.0,3.0,114.0,INSTALLED,,-1.0,True,25.0,True,317.0,317,4,,
2353,Verviers,HOUSE,MANSION,330000.0,5.0,197.0,NOT_INSTALLED,,-1.0,,,,,210,2,,TO_RENOVATE
2354,Ramillies Autre-Eglise,HOUSE,VILLA,350000.0,3.0,200.0,HYPER_EQUIPPED,,,True,23.0,,,2779,4,False,AS_NEW
2355,Affligem,HOUSE,HOUSE,377500.0,3.0,222.0,USA_HYPER_EQUIPPED,False,,True,,,,245,3,False,AS_NEW
2356,Destelbergen,HOUSE,HOUSE,395000.0,2.0,88.0,SEMI_EQUIPPED,,-1.0,,,,,203,2,,JUST_RENOVATED
2357,,,,,,,,,,,,,,,,,
2358,Waregem,HOUSE,VILLA,435000.0,4.0,185.0,INSTALLED,,1.0,True,,,,940,4,,GOOD
2359,Heusden-Zolder,HOUSE,VILLA,539000.0,3.0,240.0,INSTALLED,,1.0,,,True,,2365,4,,AS_NEW
2360,Arlon,HOUSE,HOUSE,578000.0,4.0,229.0,HYPER_EQUIPPED,,1.0,True,25.0,,,886,4,,AS_NEW
2361,Oostakker,HOUSE,HOUSE,590000.0,3.0,141.0,INSTALLED,,-1.0,,,True,,842,4,,GOOD
2362,Chaumont-Gistoux,HOUSE,HOUSE,595000.0,4.0,224.0,USA_INSTALLED,False,,True,,True,1700.0,1800,4,False,GOOD
2363,Brugge,HOUSE,HOUSE,630000.0,3.0,203.0,USA_HYPER_EQUIPPED,False,,True,22.0,True,36.0,114,3,False,AS_NEW
2364,Uccle,HOUSE,HOUSE,799500.0,4.0,254.0,USA_HYPER_EQUIPPED,False,,True,36.0,,,186,2,False,AS_NEW
2365,Woluwe-Saint-Lambert,HOUSE,HOUSE,825000.0,3.0,225.0,0,False,,True,18.0,True,17.0,105,2,False,AS_NEW
2366,Woluwe-Saint-Lambert,HOUSE,HOUSE,1195000.0,4.0,336.0,USA_HYPER_EQUIPPED,False,,True,9.0,True,80.0,354,3,False,AS_NEW
2367,Molenbeek-Saint-Jean,HOUSE,HOUSE,1270000.0,5.0,525.0,0,,1.0,True,45.0,True,400.0,560,3,False,AS_NEW
2368,Huy,HOUSE,HOUSE,199000.0,2.0,110.0,INSTALLED,,1.0,True,22.0,True,620.0,710,3,,AS_NEW
2369,Hoboken,HOUSE,HOUSE,439000.0,3.0,184.0,INSTALLED,,-1.0,,,True,135.0,234,2,,AS_NEW
2370,Kessel,HOUSE,HOUSE,250000.0,3.0,178.0,0,,,True,,True,,520,,False,TO_BE_DONE_UP
2371,Berlaar,HOUSE,HOUSE,242000.0,3.0,,,,,,,True,,287,,False,
2372,Schoten,APARTMENT,APARTMENT,309000.0,2.0,110.0,INSTALLED,,,True,,,,,,False,GOOD
2373,Brugge,HOUSE,HOUSE,375000.0,2.0,,0,False,,,,True,,194,,False,
2374,Roeselare,HOUSE,HOUSE,165000.0,3.0,,,,,,,True,,141,,False,TO_BE_DONE_UP
2375,Oostnieuwkerke,HOUSE,HOUSE,210000.0,5.0,155.0,,False,,,,True,,910,,False,TO_BE_DONE_UP
2376,Oedelem,HOUSE,HOUSE,399000.0,3.0,219.0,0,,,,,True,,823,,False,AS_NEW
2377,Oostende,HOUSE,HOUSE,769000.0,5.0,330.0,HYPER_EQUIPPED,,,True,,True,,330,,False,JUST_RENOVATED
2378,Lovendegem,HOUSE,HOUSE,685000.0,2.0,355.0,INSTALLED,,,True,,,,2111,,False,TO_BE_DONE_UP
2379,Mariakerke,APARTMENT,APARTMENT,235000.0,2.0,89.0,0,,,True,,,,,,False,
2380,Gent,APARTMENT,APARTMENT,235000.0,2.0,89.0,0,,,True,,,,,,False,
2381,Lommel,HOUSE,VILLA,595000.0,4.0,300.0,INSTALLED,False,,,,True,,0,4,False,GOOD
2382,Lommel,HOUSE,VILLA,779000.0,4.0,300.0,INSTALLED,False,,,,True,,0,4,False,GOOD
2383,Nerem,APARTMENT,APARTMENT,343750.0,1.0,130.0,INSTALLED,False,,,,True,,,2,False,JUST_RENOVATED
2384,Brakel,HOUSE,HOUSE,255000.0,3.0,199.0,INSTALLED,,,,,True,,370,,False,
2385,Lierde,HOUSE,HOUSE,431925.0,3.0,209.0,0,,,True,18.0,True,417.0,533,,False,
2386,Lierde,HOUSE,HOUSE,398175.0,3.0,208.0,0,,,True,18.0,True,269.0,383,,False,
2387,Lierde,HOUSE,HOUSE,431925.0,3.0,208.0,0,,,True,18.0,True,417.0,533,,False,
2388,Lierde,HOUSE,HOUSE,431925.0,3.0,208.0,0,,,True,18.0,True,417.0,533,,False,
2389,Lierde,HOUSE,HOUSE,398175.0,3.0,208.0,0,,,True,18.0,True,417.0,383,,False,
2390,Lierde,HOUSE,HOUSE,441500.0,3.0,209.0,0,,,True,18.0,True,455.0,533,,False,
2391,Ardooie,HOUSE,HOUSE,289000.0,4.0,207.0,INSTALLED,False,,True,20.0,True,785.0,785,,False,GOOD
2392,Ingooigem,HOUSE,HOUSE,225000.0,3.0,180.0,0,,,,,,,453,,False,TO_RENOVATE
2393,Kluisbergen,HOUSE,VILLA,765000.0,4.0,311.0,0,False,,True,,,,1717,4,False,
2394,Ellezelles,HOUSE,HOUSE,90000.0,1.0,147.0,0,,,,,,,226,2,False,TO_RENOVATE
2395,Itegem,HOUSE,HOUSE,299000.0,2.0,,INSTALLED,False,,,,True,,490,3,False,GOOD
2396,Oostduinkerke,APARTMENT,SERVICE_FLAT,275000.0,1.0,62.0,0,False,,True,,True,,,,False,
2397,Merelbeke,APARTMENT,APARTMENT,295000.0,2.0,114.0,,False,,True,,True,,,3,False,AS_NEW
2398,Zottegem,HOUSE,HOUSE,417792.0,3.0,170.0,,,,,,True,,377,,False,
2399,Oudenaarde,HOUSE,HOUSE,339000.0,2.0,252.0,,False,,True,,True,,222,3,False,AS_NEW
2400,Antwerp,HOUSE,HOUSE,629000.0,5.0,300.0,INSTALLED,,-1.0,True,12.0,True,31.0,112,,,GOOD
2401,Ixelles,HOUSE,HOUSE,485000.0,4.0,105.0,HYPER_EQUIPPED,False,,,,,,0,2,False,TO_RENOVATE
2402,Steenokkerzeel,HOUSE,VILLA,575000.0,3.0,200.0,0,,1.0,,,,,732,4,False,AS_NEW
2403,Grobbendonk,HOUSE,VILLA,829000.0,3.0,245.0,INSTALLED,,-1.0,,,True,,1228,4,,AS_NEW
2404,Menen Rekkem,HOUSE,HOUSE,189000.0,2.0,68.0,USA_INSTALLED,False,,True,20.0,True,124.0,176,2,False,AS_NEW
2405,Nandrin,HOUSE,HOUSE,399000.0,3.0,207.0,INSTALLED,,1.0,True,75.0,True,,1823,4,,GOOD
2406,Halle,HOUSE,HOUSE,490000.0,4.0,190.0,INSTALLED,,-1.0,True,,,,575,4,,JUST_RENOVATED
2407,Lembeek,HOUSE,HOUSE,490000.0,4.0,190.0,INSTALLED,,-1.0,True,,,,575,4,,JUST_RENOVATED
2408,SINT-GENESIUS-RODE,HOUSE,HOUSE,648000.0,3.0,231.0,SEMI_EQUIPPED,,1.0,True,,,,623,4,,TO_BE_DONE_UP
2409,Woluwe-Saint-Pierre,HOUSE,HOUSE,695000.0,3.0,155.0,HYPER_EQUIPPED,False,,True,10.0,True,125.0,190,2,False,AS_NEW
2410,Leuze-En-Hainaut,HOUSE,HOUSE,189000.0,2.0,112.0,HYPER_EQUIPPED,False,,True,49.0,True,122.0,220,4,,GOOD
2411,,,,,,,,,,,,,,,,,
2412,St-Genesius-Rode,HOUSE,HOUSE,1090000.0,4.0,230.0,HYPER_EQUIPPED,False,1.0,True,50.0,True,,1262,4,,TO_BE_DONE_UP
2413,Wichelen,HOUSE_GROUP,HOUSE_GROUP,,,,0,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
2414,HUY,HOUSE,HOUSE,269000.0,4.0,252.0,,False,,,,,,816,3,False,TO_BE_DONE_UP
2415,Kortrijk,HOUSE,HOUSE,575000.0,3.0,157.0,USA_HYPER_EQUIPPED,False,,True,26.0,,,295,3,True,AS_NEW
2416,Zwevegem,HOUSE,VILLA,695000.0,4.0,248.0,USA_HYPER_EQUIPPED,False,,True,,,,505,4,False,AS_NEW
2417,La Louvière Haine-Saint-Pierre,HOUSE,HOUSE,110000.0,3.0,131.0,SEMI_EQUIPPED,,,,,,,300,3,False,TO_BE_DONE_UP
2418,Aalst,HOUSE,HOUSE,274000.0,3.0,183.0,SEMI_EQUIPPED,,1.0,True,33.0,True,95.0,0,2,,TO_RENOVATE
2419,Brugge,HOUSE,HOUSE,360000.0,3.0,216.0,INSTALLED,False,,True,,,,153,3,False,GOOD
2420,,,,,,,,,,,,,,,,,
2421,,,,,,,,,,,,,,,,,
2422,,,,,,,,,,,,,,,,,
2423,Dendermonde,HOUSE,VILLA,485000.0,4.0,292.0,INSTALLED,False,,True,,,,1097,4,False,TO_BE_DONE_UP
2424,Bierbeek,HOUSE,COUNTRY_COTTAGE,649000.0,4.0,288.0,INSTALLED,False,,True,50.0,,,2002,3,,TO_BE_DONE_UP
2425,Borgloon,HOUSE,APARTMENT_BLOCK,650000.0,6.0,320.0,SEMI_EQUIPPED,,-1.0,True,35.0,,,240,3,,TO_BE_DONE_UP
2426,,,,,,,,,,,,,,,,,
2427,Boom,HOUSE,HOUSE,249000.0,3.0,159.0,NOT_INSTALLED,,-1.0,,,,,343,2,,TO_RENOVATE
2428,Mont-de-l'Enclus,HOUSE,MIXED_USE_BUILDING,365000.0,2.0,122.0,INSTALLED,,-1.0,True,20.0,,,122,,,GOOD
2429,Kluisbergen,HOUSE,MIXED_USE_BUILDING,365000.0,2.0,122.0,INSTALLED,,-1.0,True,20.0,,,122,,,GOOD
2430,Koksijde,APARTMENT,APARTMENT,139000.0,1.0,,0,True,,,,,,,,False,GOOD
2431,Koksijde,APARTMENT,APARTMENT,460000.0,3.0,88.0,0,False,,True,,True,,,,False,TO_RENOVATE
2432,Roeselare,HOUSE,HOUSE,245000.0,3.0,120.0,INSTALLED,False,,True,13.0,True,,65,,False,
2433,Bornem,APARTMENT,APARTMENT,288000.0,1.0,86.0,0,,,True,,,,,,False,
2434,Bornem,APARTMENT,APARTMENT,215000.0,1.0,62.0,0,,,True,,,,,,False,
2435,Dendermonde,APARTMENT,APARTMENT,175000.0,2.0,80.0,0,,,,,,,,,False,TO_RENOVATE
2436,Aalst,HOUSE,HOUSE,450000.0,2.0,163.0,,,,True,,True,366.0,811,,False,AS_NEW
2437,Bredene,APARTMENT,APARTMENT,260000.0,2.0,73.0,INSTALLED,False,,True,,True,,,,False,
2438,Bredene,APARTMENT,APARTMENT,260000.0,2.0,75.0,INSTALLED,False,,True,,True,,,,False,
2439,Bredene,APARTMENT,APARTMENT,265000.0,2.0,75.0,INSTALLED,False,,True,,True,,,,False,
2440,Bredene,APARTMENT,APARTMENT,265000.0,2.0,73.0,INSTALLED,False,,True,,True,,,,False,
2441,Bredene,APARTMENT,APARTMENT,335000.0,2.0,98.0,INSTALLED,False,,True,,True,,,,False,
2442,Roeselare,HOUSE,HOUSE,419000.0,3.0,,0,,,True,,True,,346,UNKNOWN,False,UNKNOWN
2443,Zonnebeke,APARTMENT,APARTMENT,344000.0,2.0,,0,,,True,,True,,,,False,
2444,Zonnebeke,APARTMENT,APARTMENT,375000.0,2.0,,0,,,True,,,,,UNKNOWN,False,UNKNOWN
2445,Zonnebeke,APARTMENT,APARTMENT,202000.0,1.0,,0,,,True,,,,,UNKNOWN,False,UNKNOWN
2446,Roeselare,HOUSE,HOUSE,312000.0,3.0,,0,,,True,,,,228,UNKNOWN,False,UNKNOWN
2447,Wevelgem,HOUSE,HOUSE,353103.0,4.0,173.0,0,,,,,,,444,2,False,
2448,Historic Center,HOUSE,HOUSE,1250000.0,2.0,90.0,0,False,1.0,True,,,,0,,False,AS_NEW
2449,Xilokastro,APARTMENT,APARTMENT,130000.0,3.0,122.0,0,True,,,,,,UNKNOWN,,False,GOOD
2450,Berlaar,HOUSE,FARMHOUSE,860000.0,4.0,298.0,INSTALLED,,,,,True,,31139,,False,TO_RENOVATE
2451,Wespelaar,HOUSE,HOUSE,349000.0,2.0,144.0,0,,,,,True,,187,UNKNOWN,False,UNKNOWN
2452,Sint-Idesbald,APARTMENT,APARTMENT,245000.0,1.0,,SEMI_EQUIPPED,,,,,True,,,,False,TO_BE_DONE_UP
2453,Erembodegem,HOUSE,HOUSE,359000.0,3.0,180.0,INSTALLED,,,True,,,,362,,False,JUST_RENOVATED
2454,Aalst,HOUSE,HOUSE,268500.0,3.0,129.0,INSTALLED,False,,,,,,50,,False,JUST_RENOVATED
2455,Deinze,APARTMENT,APARTMENT,247500.0,1.0,73.0,INSTALLED,False,,True,14.0,True,,,,False,
2456,,,,,,,,,,,,,,,,,
2457,,,,,,,,,,,,,,,,,
2458,,,,,,,,,,,,,,,,,
2459,,,,,,,,,,,,,,,,,
2460,Wezembeek-Oppem,HOUSE,VILLA,1025000.0,4.0,307.0,USA_HYPER_EQUIPPED,,1.0,True,35.0,True,400.0,520,4,False,AS_NEW
2461,Ronse,HOUSE,HOUSE,234000.0,2.0,145.0,INSTALLED,,-1.0,True,,,,280,2,,GOOD
2462,Vilvoorde,HOUSE,HOUSE,415000.0,4.0,180.0,USA_INSTALLED,False,,True,,,,615,4,,TO_BE_DONE_UP
2463,Saint-Gilles,HOUSE,MIXED_USE_BUILDING,790000.0,5.0,350.0,INSTALLED,False,,,,,,130,2,,GOOD
2464,Ronse,HOUSE,MANSION,790000.0,8.0,650.0,INSTALLED,,-1.0,True,,,,1190,,,GOOD
2465,Etterbeek,HOUSE,HOUSE,795000.0,5.0,200.0,USA_HYPER_EQUIPPED,False,,,,True,30.0,100,2,False,GOOD
2466,Zaventem,HOUSE,HOUSE,1590000.0,6.0,500.0,INSTALLED,False,,True,120.0,True,4000.0,5821,4,False,TO_BE_DONE_UP
2467,COMBLAIN-FAIRON,HOUSE,HOUSE,25000.0,3.0,140.0,INSTALLED,,1.0,,,,,917,4,,GOOD
2468,Somme-Leuze,HOUSE,CHALET,75000.0,2.0,44.0,NOT_INSTALLED,False,,True,7.0,True,234.0,287,4,False,GOOD
2469,Courcelles,HOUSE,HOUSE,79000.0,2.0,108.0,SEMI_EQUIPPED,,-1.0,,,True,600.0,785,2,,GOOD
2470,Seraing,HOUSE,HOUSE,119000.0,1.0,63.0,SEMI_EQUIPPED,,-1.0,,,True,110.0,254,2,,GOOD
2471,Saint-Nicolas,HOUSE,HOUSE,129000.0,2.0,68.0,NOT_INSTALLED,False,,True,20.0,True,70.0,148,2,False,GOOD
2472,Amay,HOUSE,HOUSE,135000.0,1.0,70.0,SEMI_EQUIPPED,,-1.0,True,,True,,540,2,,GOOD
2473,Charleroi,HOUSE,HOUSE,135000.0,3.0,103.0,USA_SEMI_EQUIPPED,False,,True,,,,80,2,False,GOOD
2474,La Louviere,HOUSE,HOUSE,135000.0,3.0,170.0,SEMI_EQUIPPED,False,,True,,,,258,2,False,TO_BE_DONE_UP
2475,Visé,HOUSE,HOUSE,139000.0,2.0,106.0,SEMI_EQUIPPED,False,,True,7.0,True,70.0,284,2,False,TO_BE_DONE_UP
2476,Souvret,HOUSE,HOUSE,139000.0,3.0,120.0,INSTALLED,False,,True,20.0,True,460.0,710,2,False,GOOD
2477,Ronse,HOUSE,HOUSE,139500.0,3.0,100.0,SEMI_EQUIPPED,False,,True,10.0,True,600.0,760,2,False,TO_RENOVATE
2478,Sint-Lievens-Houtem,HOUSE,HOUSE,149000.0,2.0,95.0,USA_INSTALLED,,,True,,,,480,4,False,TO_RENOVATE
2479,Herstal,HOUSE,HOUSE,155000.0,3.0,100.0,SEMI_EQUIPPED,,-1.0,True,40.0,True,40.0,115,2,,TO_BE_DONE_UP
2480,WANDRE,HOUSE,HOUSE,159000.0,2.0,90.0,SEMI_EQUIPPED,,-1.0,True,35.0,,,92,2,,GOOD
2481,Chaudfontaine,HOUSE,HOUSE,159000.0,3.0,95.0,INSTALLED,False,,,,,,40,2,False,GOOD
2482,Huy,HOUSE,HOUSE,159500.0,3.0,100.0,SEMI_EQUIPPED,,-1.0,,,,,265,3,,GOOD
2483,Pont-a-Celles,HOUSE,HOUSE,160000.0,2.0,130.0,INSTALLED,False,,True,18.0,True,110.0,250,2,False,GOOD
2484,Neufchateau,HOUSE,HOUSE,,3.0,150.0,USA_INSTALLED,False,,,,,,66,3,False,JUST_RENOVATED
2485,Herstal,HOUSE,HOUSE,169000.0,4.0,121.0,SEMI_EQUIPPED,,-1.0,True,25.0,True,170.0,228,3,,TO_BE_DONE_UP
2486,Roux,HOUSE,HOUSE,170000.0,3.0,145.0,INSTALLED,False,,True,30.0,True,70.0,220,2,False,AS_NEW
2487,Deurne,HOUSE,MIXED_USE_BUILDING,174000.0,2.0,76.0,INSTALLED,,-1.0,,,,,76,2,,GOOD
2488,Ronse,HOUSE,HOUSE,175000.0,4.0,194.0,SEMI_EQUIPPED,False,,True,20.0,True,100.0,200,2,False,TO_BE_DONE_UP
2489,Burdinne,HOUSE,COUNTRY_COTTAGE,179000.0,2.0,147.0,SEMI_EQUIPPED,,-1.0,,,True,3750.0,4000,4,,GOOD
2490,,,,,,,,,,,,,,,,,
2491,,,,,,,,,,,,,,,,,
2492,,,,,,,,,,,,,,,,,
2493,,,,,,,,,,,,,,,,,
2494,,,,,,,,,,,,,,,,,
2495,,,,,,,,,,,,,,,,,
2496,,,,,,,,,,,,,,,,,
2497,,,,,,,,,,,,,,,,,
2498,,,,,,,,,,,,,,,,,
2499,,,,,,,,,,,,,,,,,
2500,,,,,,,,,,,,,,,,,
2501,,,,,,,,,,,,,,,,,
2502,,,,,,,,,,,,,,,,,
2503,,,,,,,,,,,,,,,,,
2504,,,,,,,,,,,,,,,,,
2505,Leernes,HOUSE,APARTMENT_BLOCK,99000.0,0.0,,0,False,,,,,,0,,False,TO_RENOVATE
2506,Eeklo,HOUSE,HOUSE,445000.0,4.0,275.0,HYPER_EQUIPPED,False,1.0,,,True,,468,3,False,AS_NEW
2507,Alveringem,HOUSE,HOUSE,230000.0,2.0,105.0,INSTALLED,False,,True,,True,,230,,False,
2508,Wavre,HOUSE,HOUSE,950000.0,6.0,260.0,HYPER_EQUIPPED,,-1.0,True,40.0,True,100.0,1470,4,,AS_NEW
2509,Havré,HOUSE,APARTMENT_BLOCK,15000000.0,0.0,8797.0,NOT_INSTALLED,,-1.0,,,,,43300,4,,
2510,COUTISSE,HOUSE,APARTMENT_BLOCK,1000000.0,0.0,350.0,,,-1.0,,,,,0,,,
2511,Wavre,HOUSE,HOUSE,1000000.0,6.0,390.0,INSTALLED,,-1.0,True,,,,0,,,AS_NEW
2512,Wavre,HOUSE,HOUSE,700000.0,5.0,290.0,HYPER_EQUIPPED,,-1.0,,,,,0,,,AS_NEW
2513,CORBAIS,HOUSE,MIXED_USE_BUILDING,1000000.0,21.0,500.0,0,,-1.0,True,200.0,,,1215,4,,
2514,Wavre,APARTMENT,APARTMENT,500000.0,3.0,145.0,HYPER_EQUIPPED,,-1.0,True,40.0,True,100.0,UNKNOWN,4,,AS_NEW
2515,Wavre,APARTMENT,APARTMENT,450000.0,3.0,110.0,HYPER_EQUIPPED,,-1.0,True,25.0,True,100.0,UNKNOWN,4,,AS_NEW
2516,Wavre,HOUSE,MIXED_USE_BUILDING,950000.0,6.0,260.0,HYPER_EQUIPPED,,-1.0,True,40.0,True,100.0,1470,4,,AS_NEW
2517,Izegem,HOUSE_GROUP,HOUSE_GROUP,,,,0,False,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN
